biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN02360960	GCA_000573285.1	Homo sapiens	PRJNA220153	strain=M1324	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/285/GCA_000573285.1_Stap_aure_M1324_V1
SAMN02360959	GCA_000573305.1	Homo sapiens	PRJNA220152	strain=M1323	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/305/GCA_000573305.1_Stap_aure_M1323_V1
SAMN02360958	GCA_000573325.1	Homo sapiens	PRJNA220151	strain=M1319	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/325/GCA_000573325.1_Stap_aure_M1319_V1
SAMN02360957	GCA_000573345.1	Homo sapiens	PRJNA220150	strain=M1318	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/345/GCA_000573345.1_Stap_aure_M1318_V1
SAMN02360956	GCA_000573365.1	Homo sapiens	PRJNA220149	strain=M1317	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/365/GCA_000573365.1_Stap_aure_M1317_V1
SAMN02360955	GCA_000592785.1	Homo sapiens	PRJNA220148	strain=M1316	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/785/GCA_000592785.1_Stap_aure_M1316_V1
SAMN02360954	GCA_000573385.1	Homo sapiens	PRJNA220147	strain=M1315	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/385/GCA_000573385.1_Stap_aure_M1315_V1
SAMN02360953	GCA_000573405.1	Homo sapiens	PRJNA220146	strain=M1314	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/405/GCA_000573405.1_Stap_aure_M1314_V1
SAMN02360952	GCA_000573425.1	Homo sapiens	PRJNA220145	strain=M1313	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/425/GCA_000573425.1_Stap_aure_M1313_V1
SAMN02360951	GCA_000573445.1	Homo sapiens	PRJNA220144	strain=M1312	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/445/GCA_000573445.1_Stap_aure_M1312_V1
SAMN02360950	GCA_000573465.1	Homo sapiens	PRJNA220143	strain=M1310	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/465/GCA_000573465.1_Stap_aure_M1310_V1
SAMN02360949	GCA_000573485.1	Homo sapiens	PRJNA220142	strain=M1308	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/485/GCA_000573485.1_Stap_aure_M1308_V1
SAMN02360948	GCA_000592805.1	Homo sapiens	PRJNA220141	strain=M1306	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/805/GCA_000592805.1_Stap_aure_M1306_V1
SAMN02360928	GCA_000573805.1	Homo sapiens	PRJNA220121	strain=M1283	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/573/805/GCA_000573805.1_Stap_aure_M1283_V1
SAMN02360911	GCA_000574145.1	Homo sapiens	PRJNA220104	strain=M1263	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/145/GCA_000574145.1_Stap_aure_M1263_V1
SAMN02360910	GCA_000574165.1	Homo sapiens	PRJNA220103	strain=M1262	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/165/GCA_000574165.1_Stap_aure_M1262_V1
SAMN02360909	GCA_000574185.1	Homo sapiens	PRJNA220102	strain=M1261	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/185/GCA_000574185.1_Stap_aure_M1261_V1
SAMN02360908	GCA_000574205.1	Homo sapiens	PRJNA220101	strain=M1260	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/205/GCA_000574205.1_Stap_aure_M1260_V1
SAMN02360907	GCA_000592865.1	Homo sapiens	PRJNA220100	strain=M1259	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/865/GCA_000592865.1_Stap_aure_M1259_V1
SAMN02360906	GCA_000574225.1	Homo sapiens	PRJNA220099	strain=M1258	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/225/GCA_000574225.1_Stap_aure_M1258_V1
SAMN02360905	GCA_000574245.1	Homo sapiens	PRJNA220098	strain=M1254	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/245/GCA_000574245.1_Stap_aure_M1254_V1
SAMN02360904	GCA_000574265.1	Homo sapiens	PRJNA220097	strain=M1252	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/265/GCA_000574265.1_Stap_aure_M1252_V1
SAMN02360903	GCA_000592885.1	Homo sapiens	PRJNA220096	strain=M1251	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/885/GCA_000592885.1_Stap_aure_M1251_V1
SAMN02360902	GCA_000574285.1	Homo sapiens	PRJNA220095	strain=M1250	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/285/GCA_000574285.1_Stap_aure_M1250_V1
SAMN02360901	GCA_000574305.1	Homo sapiens	PRJNA220094	strain=M1249	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/305/GCA_000574305.1_Stap_aure_M1249_V1
SAMN02360900	GCA_000574325.1	Homo sapiens	PRJNA220093	strain=M1247	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/325/GCA_000574325.1_Stap_aure_M1247_V1
SAMN02360899	GCA_000574345.1	Homo sapiens	PRJNA220092	strain=M1246	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/345/GCA_000574345.1_Stap_aure_M1246_V1
SAMN02360898	GCA_000574365.1	Homo sapiens	PRJNA220091	strain=M1245	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/365/GCA_000574365.1_Stap_aure_M1245_V1
SAMN02360897	GCA_000574385.1	Homo sapiens	PRJNA220090	strain=M1243	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/385/GCA_000574385.1_Stap_aure_M1243_V1
SAMN02360896	GCA_000574405.1	Homo sapiens	PRJNA220089	strain=M1242	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/405/GCA_000574405.1_Stap_aure_M1242_V1
SAMN02360895	GCA_000574425.1	Homo sapiens	PRJNA220088	strain=M1241	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/425/GCA_000574425.1_Stap_aure_M1241_V1
SAMN02360894	GCA_000532915.1	Homo sapiens	PRJNA220087	strain=M1240	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/915/GCA_000532915.1_Stap_aure_M1240_V1
SAMN02360893	GCA_000574445.1	Homo sapiens	PRJNA220086	strain=M1239	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/445/GCA_000574445.1_Stap_aure_M1239_V1
SAMN02360892	GCA_000574465.1	Homo sapiens	PRJNA220085	strain=M1238	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/465/GCA_000574465.1_Stap_aure_M1238_V1
SAMN02360891	GCA_000574485.1	Homo sapiens	PRJNA220084	strain=M1237	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/485/GCA_000574485.1_Stap_aure_M1237_V1
SAMN02360890	GCA_000574505.1	Homo sapiens	PRJNA220083	strain=M1236	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/505/GCA_000574505.1_Stap_aure_M1236_V1
SAMN02360889	GCA_000574525.1	Homo sapiens	PRJNA220082	strain=M1235	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/525/GCA_000574525.1_Stap_aure_M1235_V1
SAMN02360888	GCA_000574545.1	Homo sapiens	PRJNA220081	strain=M1234	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/545/GCA_000574545.1_Stap_aure_M1234_V1
SAMN02360887	GCA_000574565.1	Homo sapiens	PRJNA220080	strain=M1233	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/565/GCA_000574565.1_Stap_aure_M1233_V1
SAMN02360886	GCA_000574585.1	Homo sapiens	PRJNA220079	strain=M1232	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/585/GCA_000574585.1_Stap_aure_M1232_V1
SAMN02360885	GCA_000574605.1	Homo sapiens	PRJNA220078	strain=M1231	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/605/GCA_000574605.1_Stap_aure_M1231_V1
SAMN02360884	GCA_000574625.1	Homo sapiens	PRJNA220077	strain=M1230	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/625/GCA_000574625.1_Stap_aure_M1230_V1
SAMN02360883	GCA_000574645.1	Homo sapiens	PRJNA220076	strain=M1227	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/645/GCA_000574645.1_Stap_aure_M1227_V1
SAMN02360882	GCA_000592905.1	Homo sapiens	PRJNA220075	strain=M1226	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/905/GCA_000592905.1_Stap_aure_M1226_V1
SAMN02360881	GCA_000574665.1	Homo sapiens	PRJNA220074	strain=M1225	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/665/GCA_000574665.1_Stap_aure_M1225_V1
SAMN02360880	GCA_000574685.1	Homo sapiens	PRJNA220073	strain=M1222	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/685/GCA_000574685.1_Stap_aure_M1222_V1
SAMN02360879	GCA_000574705.1	Homo sapiens	PRJNA220072	strain=M1221	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/705/GCA_000574705.1_Stap_aure_M1221_V1
SAMN02360878	GCA_000574725.1	Homo sapiens	PRJNA220071	strain=M1220	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/725/GCA_000574725.1_Stap_aure_M1220_V1
SAMN02360877	GCA_000574745.1	Homo sapiens	PRJNA220070	strain=M1219	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/745/GCA_000574745.1_Stap_aure_M1219_V1
SAMN02360876	GCA_000574765.1	Homo sapiens	PRJNA220069	strain=M1218	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/765/GCA_000574765.1_Stap_aure_M1218_V1
SAMN02360875	GCA_000574785.1	Homo sapiens	PRJNA220068	strain=M1217	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/785/GCA_000574785.1_Stap_aure_M1217_V1
SAMN02360874	GCA_000574805.1	Homo sapiens	PRJNA220067	strain=M1214	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/805/GCA_000574805.1_Stap_aure_M1214_V1
SAMN02360873	GCA_000574825.1	Homo sapiens	PRJNA220066	strain=M1213	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/825/GCA_000574825.1_Stap_aure_M1213_V1
SAMN02360872	GCA_000592925.1	Homo sapiens	PRJNA220065	strain=M1212	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/925/GCA_000592925.1_Stap_aure_M1212_V1
SAMN02360871	GCA_000574845.1	Homo sapiens	PRJNA220064	strain=M1209	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/845/GCA_000574845.1_Stap_aure_M1209_V1
SAMN02360870	GCA_000574865.1	Homo sapiens	PRJNA220063	strain=M1208	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/865/GCA_000574865.1_Stap_aure_M1208_V1
SAMN02360869	GCA_000574885.1	Homo sapiens	PRJNA220062	strain=M1207	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/885/GCA_000574885.1_Stap_aure_M1207_V1
SAMN02360868	GCA_000574905.1	Homo sapiens	PRJNA220061	strain=M1206	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/905/GCA_000574905.1_Stap_aure_M1206_V1
SAMN02360867	GCA_000592945.1	Homo sapiens	PRJNA220060	strain=M1205	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/945/GCA_000592945.1_Stap_aure_M1205_V1
SAMN02360866	GCA_000574925.1	Homo sapiens	PRJNA220059	strain=M1204	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/925/GCA_000574925.1_Stap_aure_M1204_V1
SAMN02360865	GCA_000574945.1	Homo sapiens	PRJNA220058	strain=M1203	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/945/GCA_000574945.1_Stap_aure_M1203_V1
SAMN02360864	GCA_000592965.1	Homo sapiens	PRJNA220057	strain=M1202	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/965/GCA_000592965.1_Stap_aure_M1202_V1
SAMN02360863	GCA_000574965.1	Homo sapiens	PRJNA220056	strain=M1201	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/965/GCA_000574965.1_Stap_aure_M1201_V1
SAMN02360862	GCA_000574985.1	Homo sapiens	PRJNA220055	strain=M1200	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/574/985/GCA_000574985.1_Stap_aure_M1200_V1
SAMN02360860	GCA_000532895.1	Homo sapiens	PRJNA220053	strain=M1196	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/895/GCA_000532895.1_Stap_aure_M1196_V1
SAMN02360859	GCA_000575025.1	Homo sapiens	PRJNA220052	strain=M1195	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/025/GCA_000575025.1_Stap_aure_M1195_V1
SAMN02360858	GCA_000532875.1	Homo sapiens	PRJNA220051	strain=M1194	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/875/GCA_000532875.1_Stap_aure_M1194_V1
SAMN02360857	GCA_000575045.1	Homo sapiens	PRJNA220050	strain=M1192	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/045/GCA_000575045.1_Stap_aure_M1192_V1
SAMN02360856	GCA_000592985.1	Homo sapiens	PRJNA220049	strain=M1191	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/592/985/GCA_000592985.1_Stap_aure_M1191_V1
SAMN02360831	GCA_000575345.1	Homo sapiens	PRJNA220024	strain=M1162	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/345/GCA_000575345.1_Stap_aure_M1162_V1
SAMN02360830	GCA_000593065.1	Homo sapiens	PRJNA220023	strain=M1161	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/065/GCA_000593065.1_Stap_aure_M1161_V1
SAMN02360829	GCA_000575365.1	Homo sapiens	PRJNA220022	strain=M1160	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/365/GCA_000575365.1_Stap_aure_M1160_V1
SAMN02360828	GCA_000575385.1	Homo sapiens	PRJNA220021	strain=M1159	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/385/GCA_000575385.1_Stap_aure_M1159_V1
SAMN02360819	GCA_000593125.1	Homo sapiens	PRJNA220012	strain=M1150	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/125/GCA_000593125.1_Stap_aure_M1150_V1
SAMN02360816	GCA_000575545.1	Homo sapiens	PRJNA220009	strain=M1147	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/545/GCA_000575545.1_Stap_aure_M1147_V1
SAMN02360815	GCA_000575565.1	Homo sapiens	PRJNA220008	strain=M1146	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/565/GCA_000575565.1_Stap_aure_M1146_V1
SAMN02360814	GCA_000593145.1	Homo sapiens	PRJNA220007	strain=M1145	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/145/GCA_000593145.1_Stap_aure_M1145_V1
SAMN02360813	GCA_000575585.1	Homo sapiens	PRJNA220006	strain=M1144	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/585/GCA_000575585.1_Stap_aure_M1144_V1
SAMN02360812	GCA_000593165.1	Homo sapiens	PRJNA220005	strain=M1143	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/165/GCA_000593165.1_Stap_aure_M1143_V1
SAMN02360811	GCA_000575605.1	Homo sapiens	PRJNA220004	strain=M1141	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/605/GCA_000575605.1_Stap_aure_M1141_V1
SAMN02360810	GCA_000575625.1	Homo sapiens	PRJNA220003	strain=M1140	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/625/GCA_000575625.1_Stap_aure_M1140_V1
SAMN02360809	GCA_000575645.1	Homo sapiens	PRJNA220002	strain=M1139	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/645/GCA_000575645.1_Stap_aure_M1139_V1
SAMN02360808	GCA_000575665.1	Homo sapiens	PRJNA220001	strain=M1138	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/665/GCA_000575665.1_Stap_aure_M1138_V1
SAMN02360807	GCA_000575685.1	Homo sapiens	PRJNA220000	strain=M1137	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/685/GCA_000575685.1_Stap_aure_M1137_V1
SAMN02360806	GCA_000575705.1	Homo sapiens	PRJNA219999	strain=M1136	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/705/GCA_000575705.1_Stap_aure_M1136_V1
SAMN02360805	GCA_000532715.1	Homo sapiens	PRJNA219998	strain=M1135	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/715/GCA_000532715.1_Stap_aure_M1135_V1
SAMN02360804	GCA_000532695.1	Homo sapiens	PRJNA219997	strain=M1134	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/695/GCA_000532695.1_Stap_aure_M1134_V1
SAMN02360803	GCA_000575725.1	Homo sapiens	PRJNA219996	strain=M1132	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/725/GCA_000575725.1_Stap_aure_M1132_V1
SAMN02360802	GCA_000532675.1	Homo sapiens	PRJNA219995	strain=M1131	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/675/GCA_000532675.1_Stap_aure_M1131_V1
SAMN02360801	GCA_000575745.1	Homo sapiens	PRJNA219994	strain=M1130	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/745/GCA_000575745.1_Stap_aure_M1130_V1
SAMN02360800	GCA_000575765.1	Homo sapiens	PRJNA219993	strain=M1129	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/765/GCA_000575765.1_Stap_aure_M1129_V1
SAMN02360799	GCA_000575785.1	Homo sapiens	PRJNA219992	strain=M1128	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/785/GCA_000575785.1_Stap_aure_M1128_V1
SAMN02360798	GCA_000575805.1	Homo sapiens	PRJNA219991	strain=M1127	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/805/GCA_000575805.1_Stap_aure_M1127_V1
SAMN02360797	GCA_000532655.1	Homo sapiens	PRJNA219990	strain=M1125	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/655/GCA_000532655.1_Stap_aure_M1125_V1
SAMN02360796	GCA_000575825.1	Homo sapiens	PRJNA219989	strain=M1124	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/825/GCA_000575825.1_Stap_aure_M1124_V1
SAMN02360795	GCA_000593185.1	Homo sapiens	PRJNA219988	strain=M1123	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/185/GCA_000593185.1_Stap_aure_M1123_V1
SAMN02360794	GCA_000575845.1	Homo sapiens	PRJNA219987	strain=M1122	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/845/GCA_000575845.1_Stap_aure_M1122_V1
SAMN02360793	GCA_000575865.1	Homo sapiens	PRJNA219986	strain=M1121	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/865/GCA_000575865.1_Stap_aure_M1121_V1
SAMN02360792	GCA_000575885.1	Homo sapiens	PRJNA219985	strain=M1120	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/885/GCA_000575885.1_Stap_aure_M1120_V1
SAMN02360791	GCA_000575905.1	Homo sapiens	PRJNA219984	strain=M1117	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/905/GCA_000575905.1_Stap_aure_M1117_V1
SAMN02360790	GCA_000575925.1	Homo sapiens	PRJNA219983	strain=M1116	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/925/GCA_000575925.1_Stap_aure_M1116_V1
SAMN02360789	GCA_000593205.1	Homo sapiens	PRJNA219982	strain=M1115	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/205/GCA_000593205.1_Stap_aure_M1115_V1
SAMN02360788	GCA_000532635.1	Homo sapiens	PRJNA219981	strain=M1114	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/635/GCA_000532635.1_Stap_aure_M1114_V1
SAMN02360787	GCA_000575945.1	Homo sapiens	PRJNA219980	strain=M1113	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/945/GCA_000575945.1_Stap_aure_M1113_V1
SAMN02360786	GCA_000575965.1	Homo sapiens	PRJNA219979	strain=M1112	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/965/GCA_000575965.1_Stap_aure_M1112_V1
SAMN02360785	GCA_000593225.1	Homo sapiens	PRJNA219978	strain=M1111	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/225/GCA_000593225.1_Stap_aure_M1111_V1
SAMN02360784	GCA_000575985.1	Homo sapiens	PRJNA219977	strain=M1110	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/575/985/GCA_000575985.1_Stap_aure_M1110_V1
SAMN02360783	GCA_000576005.1	Homo sapiens	PRJNA219976	strain=M1108	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/005/GCA_000576005.1_Stap_aure_M1108_V1
SAMN02360782	GCA_000576025.1	Homo sapiens	PRJNA219975	strain=M1107	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/025/GCA_000576025.1_Stap_aure_M1107_V1
SAMN02360781	GCA_000593245.1	Homo sapiens	PRJNA219974	strain=M1106	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/245/GCA_000593245.1_Stap_aure_M1106_V1
SAMN02360780	GCA_000593265.1	Homo sapiens	PRJNA219973	strain=M1105	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/265/GCA_000593265.1_Stap_aure_M1105_V1
SAMN02360779	GCA_000532615.1	Homo sapiens	PRJNA219972	strain=M1442	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/615/GCA_000532615.1_Stap_aure_M1442_V1
SAMN02360778	GCA_000532595.1	Homo sapiens	PRJNA219971	strain=M1440	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/595/GCA_000532595.1_Stap_aure_M1440_V1
SAMN02360777	GCA_000532575.1	Homo sapiens	PRJNA219970	strain=M1439	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/575/GCA_000532575.1_Stap_aure_M1439_V1
SAMN02360775	GCA_000532535.1	Homo sapiens	PRJNA219968	strain=M1426	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/535/GCA_000532535.1_Stap_aure_M1426_V1
SAMN02360772	GCA_000532475.1	Homo sapiens	PRJNA219965	strain=M1381	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/475/GCA_000532475.1_Stap_aure_M1381_V1
SAMN02360771	GCA_000532455.1	Homo sapiens	PRJNA219964	strain=M1376	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/455/GCA_000532455.1_Stap_aure_M1376_V1
SAMN02360770	GCA_000532435.1	Homo sapiens	PRJNA219963	strain=M1375	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/435/GCA_000532435.1_Stap_aure_M1375_V1
SAMN02360769	GCA_000532415.1	missing	PRJNA219962	strain=M1104	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/415/GCA_000532415.1_Stap_aure_M1104_V1
SAMN02360768	GCA_000532395.1	missing	PRJNA219961	strain=M1098	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/395/GCA_000532395.1_Stap_aure_M1098_V1
SAMN02360767	GCA_000532375.1	missing	PRJNA219960	strain=M1086	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/375/GCA_000532375.1_Stap_aure_M1086_V1
SAMN02360764	GCA_000532315.1	missing	PRJNA219957	strain=M1042	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/315/GCA_000532315.1_Stap_aure_M1042_V1
SAMN02360763	GCA_000532295.1	missing	PRJNA219956	strain=M1020	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/295/GCA_000532295.1_Stap_aure_M1020_V1
SAMN02360762	GCA_000532275.1	missing	PRJNA219955	strain=M1001	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/532/275/GCA_000532275.1_Stap_aure_M1001_V1
